dataset_metric,model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std,ap_mean,ap_std,base_dataset,num_nodes,num_edges,avg_degree,density,avg_clustering,assortativity,diameter,homophily,bc_mean,bc_max,bc_std,cc_mean,cc_max,cc_std,ec_mean,ec_max,ec_std,pr_mean,pr_max,pr_std
Facebook Classification,StructuralGNN,0.9124165554072096,0.0042761859844028,0.9098229282211407,0.0062763306287656,0.9059720364106034,0.0058863608474142,0.9076375690292848,0.0057006148593903,,,,,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Facebook Link Prediction,GPT-GNN,0.4994766234905411,0.0011144110936927,0.4995191961262337,0.0010135870530546,0.4712201397619952,0.0810385273017385,0.4820527840721433,0.0428022831984915,0.4985323634518377,0.0016362614833534,0.4983818738535039,0.0014434641754682,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Facebook Link Prediction,GraphSAGE,0.7245,0.0079529868602934,0.6532915083154871,0.0076593222574525,0.9572,0.0054037024344425,0.7765348811124687,0.0046682355227779,0.8862652000000001,0.0033368662993893,0.8820959271344982,0.0045316737303618,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Facebook Link Prediction,SimpleGAT,0.7484999999999999,0.0107935165724614,0.6694919653983012,0.0095317886067884,0.982,0.0045276925690687,0.7961496226996905,0.0072915967082726,0.9031336,0.0123670649023929,0.8849357779065707,0.0161330798251493,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Facebook Link Prediction,SimpleGNN,0.7246,0.007283543093852,0.6488074646172166,0.0056407989956991,0.9794,0.0046151923036857,0.7805347139027423,0.0051160146758319,0.9234188,0.0073765394122175,0.9236086116260658,0.0107740546955023,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Facebook Link Prediction,StructuralGCN,0.5203,0.0278783069787244,0.51087869991158,0.0153217981727819,0.9752,0.0354429118442601,0.670294891736903,0.0172357659346804,0.7620578,0.0491883341830153,0.8085718662758499,0.0346038137791313,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Facebook Link Prediction,StructuralGNN,0.8660688875460517,0.0040013068036583,0.9858189887353892,0.0007278936203642,0.7428276251924913,0.0085410867747858,0.8472207037372087,0.0053641473158011,0.9491876771941726,0.0013711775180858,0.9611126691447728,0.0009441261184611,Facebook,22470,171002,15.220471740097908,0.000677398715568,0.3597383824426949,0.0850580210573631,15,0.885439932346344,0.0001768605826322,0.1157896103328358,0.0012502663645538,0.2056618861687242,0.3241578301954844,0.0296877158179226,0.0013117296614051,0.1778170733731062,0.0065410283758443,4.450378282153983e-05,0.0013222997573515,4.734847229982557e-05
Email Classification,GPT-GNN,0.0835820895522388,0.0409353282203467,0.0066348667125141,0.007293271111358,0.0284048435364224,0.0046963911016947,0.0066254581663639,0.0020231742205834,,,,,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Classification,GraphSAGE,0.4716417910447761,0.0323191676993268,0.194733294280772,0.0262968204979186,0.234433766548911,0.0268539999632836,0.1989279856430696,0.0232498928358942,,,,,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Classification,SimpleGAT,0.4746268656716418,0.0209900727459989,0.1893353856916131,0.03382338566287,0.2463916210910793,0.0347427882733783,0.2023645431006973,0.0349277212406032,,,,,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Classification,SimpleGNN,0.5164179104477612,0.0187477051556385,0.2258360611721151,0.0374213117773616,0.2547297325477612,0.0152863610927632,0.2199887928277385,0.0188318220582821,,,,,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Classification,StructuralGCN,0.0845771144278607,0.0355085888160308,0.0024747100912904,0.000290695824065,0.0239842726081258,0.0003907501926605,0.003900723397576,0.0010084623209713,0.5026995788567723,0.0151610990356414,,,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Classification,StructuralGNN,0.3980099502487562,0.058655851355978,0.2220761438268209,0.0388624490499318,0.24384807220152,0.0513630990445627,0.2070932076636031,0.0428659713626601,,,,,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Link Prediction,GPT-GNN,0.5200586510263929,0.0187631601306833,0.5176631163152874,0.0163853870871905,0.6129032258064516,0.0421308738910685,0.5604600987577116,0.0168318400882342,0.5215221938426933,0.0270748444868909,0.5072747907528561,0.0222066546733433,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Link Prediction,GraphSAGE,0.5785,0.0085293610546159,0.5426793825873474,0.0050388269446805,0.999,0.0009999999999999,0.7032942963875345,0.0041182900192791,0.9030916999999998,0.0032816709653772,0.8842305837057861,0.0064694567651287,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Link Prediction,SimpleGAT,0.5232,0.0060683605693795,0.5118958910757264,0.0031940709216418,0.9996,0.0005477225575051,0.6770613202395998,0.002824580117962,0.7594144,0.0213131392877727,0.6786899009595602,0.0269396121829713,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Link Prediction,SimpleGNN,0.518,0.0044860896112315,0.50917492261397,0.002327392980221,0.9998,0.0004472135954999,0.6747247356463442,0.0020950557405231,0.7175938000000001,0.0313789520610552,0.7077700746848072,0.0504742521965175,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Link Prediction,StructuralGCN,0.5,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.5325367,0.2883828204285495,0.6005808731056614,0.2313439811684716,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
Email Link Prediction,StructuralGNN,0.7293274244004171,0.0270503439468878,0.9548862237851224,0.004388624554814,0.4813607924921793,0.0564598411354581,0.6384484666637869,0.0522040023728852,0.9310982167322148,0.0093310893632283,0.9246740104466048,0.0085344486315942,Email,986,16687,33.84787018255578,0.0343633199822901,0.4070504475195386,-0.0119155985336753,7,0.3631848692893982,0.001612737626846,0.0908213518403717,0.0046187943291116,0.3944640412086962,0.584916864608076,0.054687790428962,0.0200949681795105,0.1658461052562613,0.0247186310939283,0.0010141987829614,0.0092457436485817,0.0009465146792346
GitHub Classification,GPT-GNN,0.7417241379310344,0.0043084060116189,0.3708620689655172,0.0021542030058094,0.5,0.0,0.4258534567258958,0.0014196498546917,,,,,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Classification,GraphSAGE,0.8614588859416445,0.0035742644055399,0.8445341110898053,0.0049719910769941,0.7784916901494235,0.0052169303674058,0.8027170535509567,0.0052210276646952,,,,,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Classification,SimpleGAT,0.8514323607427056,0.0023245519681917,0.8462351783199153,0.0050913172128423,0.7487253195231711,0.003332710810984,0.7789090198737344,0.0035710536010994,0.7487253195231711,0.0033327108109839,,,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Classification,SimpleGNN,0.8517771883289125,0.0047934711465314,0.8476186879405831,0.003952810903535,0.7460025304444363,0.0060703218199386,0.7769483876715406,0.0058953015640911,0.7460025304444363,0.0060703218199387,,,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Classification,StructuralGCN,0.8370822281167107,0.0086237701086759,0.8330365224165206,0.0020633576665616,0.7167627240058183,0.0218404456743712,0.7469822398071994,0.0219575128988076,,,,,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Classification,StructuralGNN,0.8576923076923076,0.0048276590777722,0.8232021931008466,0.0088666011522952,0.7962843784639154,0.0041450227257583,0.8079274497154337,0.004227406502253,0.7962843784639155,0.0041450227257583,,,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Link Prediction,GPT-GNN,0.502980917285168,0.0017309235642912,0.5032203887509589,0.0019384060631105,0.4791197384128303,0.0363137758547731,0.4902711503129393,0.0183249501366678,0.5037205598889969,0.0025577788622658,0.501890533442694,0.0018522148337388,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Link Prediction,GraphSAGE,0.6618,0.0130028842954169,0.6102167668115693,0.0103432881274185,0.8966000000000001,0.0080498447189992,0.7261547214374013,0.0084952345435092,0.828309,0.0112592372965489,0.8528830314548875,0.0093316648558584,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Link Prediction,SimpleGAT,0.6587,0.0093246983865431,0.6063551478366211,0.0067481982362952,0.905,0.0120208152801713,0.7261462111924539,0.0073151544930501,0.7497992,0.0152298724452963,0.6999576843951767,0.0130708368940052,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Link Prediction,SimpleGNN,0.6576000000000001,0.0145833809523032,0.5970915570695785,0.0108524558193994,0.9708,0.0105688220724922,0.7393284514648231,0.0079785770869103,0.9055502,0.0144538522615944,0.9185205022857272,0.01032555015975,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Link Prediction,StructuralGCN,0.5179,0.0251952376452376,0.5096410866798777,0.0136527530424043,0.9908,0.0148054044186574,0.67286539365895,0.0085529500524386,0.9001664,0.0189638463213558,0.9150299782189274,0.0135090313509749,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
GitHub Link Prediction,StructuralGNN,0.7127634052663752,0.0054568699304119,0.9649200241803816,0.0048736558805075,0.4416188971292142,0.0123903597438559,0.6058218494570222,0.0112325666011138,0.8778117045709882,0.0067903718285656,0.8954423308149071,0.0058273108992672,GitHub,37700,289003,15.331724137931037,0.0004066878203117,0.1675370448010758,-0.0752171341390448,11,0.8453441858291626,5.958960702518373e-05,0.2695992678587705,0.0019499182974406,0.313667247491002,0.5230814058359118,0.0408062080659435,0.0023728574264697,0.3559489551662744,0.0045711378041632,2.652519893899202e-05,0.0165138898809368,0.0001302418738409
